"","model","wt","upp","low","week","alpha","step","rep"
"403","naive",0.00628292378802751,0.0235370425,0.000162098475,15,1,1,2
"404","sir",0.00126154877263312,0.00465026,3.13633225e-05,15,1,1,2
"405","arima",0.5064313043,0.594453725,0.41391985,15,50,1,2
"406","asg",0.118385330184,0.1546442,0.0870994825,15,50,1,2
"407","naive",0.30089946644,0.38550795,0.22464985,15,50,1,2
"408","sir",0.07428389979,0.0978156675,0.0542191825,15,50,1,2
"409","arima",0.99001038604,0.998318,0.971758975,16,1,1,2
"410","asg",0.00224494510326066,0.008204663,5.942643e-05,16,1,1,2
"411","naive",0.00653074884435044,0.0239950075,0.000158463875,16,1,1,2
"412","sir",0.00121391928287385,0.0044635105,3.09026075e-05,16,1,1,2
"413","arima",0.4987509745,0.5886702,0.4047824,16,50,1,2
"414","asg",0.120437466612,0.157033125,0.0891852925,16,50,1,2
"415","naive",0.309222894,0.3954689,0.230888125,16,50,1,2
"416","sir",0.071588665542,0.0939124825,0.0522873975,16,50,1,2
"417","arima",0.99019013244,0.998351025,0.972189575,17,1,1,2
"418","asg",0.00216133570951813,0.00789994200000001,5.3095075e-05,17,1,1,2
"419","naive",0.00643778419921912,0.02360927,0.000174279975,17,1,1,2
"420","sir",0.00121074820738108,0.00443987,2.998161e-05,17,1,1,2
"421","arima",0.50548442286,0.5934106,0.41157565,17,50,1,2
"422","asg",0.117010728448,0.152430025,0.0863000325,17,50,1,2
"423","naive",0.30744792182,0.3929972,0.22858005,17,50,1,2
"424","sir",0.070056926016,0.091948215,0.0514698975,17,50,1,2
"425","arima",0.99037095776,0.998385,0.97278485,18,1,1,2
"426","asg",0.00212987831764578,0.007926413,5.16771425e-05,18,1,1,2
"427","naive",0.0063035761852004,0.0232909075,0.0001652717,18,1,1,2
"428","sir",0.00119558683765907,0.00438107075,2.95810425e-05,18,1,1,2
"429","arima",0.51587600476,0.603580225,0.422585725,18,50,1,2
"430","asg",0.11485930883,0.14992915,0.0844917875,18,50,1,2
"431","naive",0.30018795118,0.38511905,0.223171925,18,50,1,2
"432","sir",0.06907673502,0.09070754,0.0505311425,18,50,1,2
"433","arima",0.99042131728,0.99838805,0.972884,19,1,1,2
"434","asg",0.00215773157380099,0.00793266125,5.7637075e-05,19,1,1,2
"435","naive",0.00621570569566084,0.02312454,0.0001659344,19,1,1,2
"436","sir",0.00120524390075946,0.00445256275,3.1440335e-05,19,1,1,2
"437","arima",0.51749622508,0.6044802,0.424064625,19,50,1,2
"438","asg",0.115108420442,0.150076075,0.084577755,19,50,1,2
"439","naive",0.2985578948,0.3843401,0.222538775,19,50,1,2
"440","sir",0.068837464354,0.0902714375,0.05053638,19,50,1,2
"441","arima",0.99041919532,0.998391,0.972899925,20,1,1,2
"442","asg",0.00217976360424924,0.008151355,5.6279355e-05,20,1,1,2
"443","naive",0.00620270793017648,0.0229485,0.000162852575,20,1,1,2
"444","sir",0.00119833288989037,0.00442232575,3.10670425e-05,20,1,1,2
"445","arima",0.519161855,0.606634025,0.425194375,20,50,1,2
"446","asg",0.116090638032,0.1513241,0.0853263925,20,50,1,2
"447","naive",0.29658323018,0.381657225,0.220001625,20,50,1,2
"448","sir",0.06816427845,0.08955576,0.0499403875,20,50,1,2
"449","arima",0.9904830656,0.998349025,0.973368975,21,1,1,2
"450","asg",0.00222281116390141,0.00818098575,5.7768355e-05,21,1,1,2
"451","naive",0.00608628328706041,0.02230728,0.000170806725,21,1,1,2
"452","sir",0.00120784161330944,0.0044481445,2.86627075e-05,21,1,1,2
"453","arima",0.52474510938,0.609266175,0.433533625,21,50,1,2
"454","asg",0.118305057596,0.1539833,0.0874269925,21,50,1,2
"455","naive",0.28861830458,0.37156905,0.214391,21,50,1,2
"456","sir",0.068331527768,0.0895911725,0.0500423925,21,50,1,2
"457","arima",0.99076040198,0.998403,0.974452925,22,1,1,2
"458","asg",0.00222168574699478,0.008244495,5.69357775e-05,22,1,1,2
"459","naive",0.00578060772722924,0.02104089,0.00015118385,22,1,1,2
"460","sir",0.00123730561621758,0.00456589275,3.06704725e-05,22,1,1,2
"461","arima",0.53305388116,0.6163053,0.4429089,22,50,1,2
"462","asg",0.119318303228,0.15556905,0.0877543475,22,50,1,2
"463","naive",0.27814610266,0.359275025,0.2063978,22,50,1,2
"464","sir",0.06948171538,0.0912312575,0.051009855,22,50,1,2
"465","arima",0.9908121097,0.998389,0.97467385,23,1,1,2
"466","asg",0.00226137482382973,0.00832842600000001,5.68340525e-05,23,1,1,2
"467","naive",0.0056734839890302,0.0209071275,0.000146369475,23,1,1,2
"468","sir",0.00125303125316529,0.00456332875,3.13092625e-05,23,1,1,2
"469","arima",0.52982479866,0.6140403,0.438912975,23,50,1,2
"470","asg",0.12199731514,0.159241075,0.0900724875,23,50,1,2
"471","naive",0.27702111894,0.3577283,0.2045994,23,50,1,2
"472","sir",0.071156762668,0.093297515,0.0524011575,23,50,1,2
"473","arima",0.99081587678,0.998380025,0.974739,24,1,1,2
"474","asg",0.00233043648387423,0.00861613275,5.81692525e-05,24,1,1,2
"475","naive",0.00557694843801058,0.0207040325,0.000143568,24,1,1,2
"476","sir",0.00127673783987124,0.00474061575,3.0519165e-05,24,1,1,2
"477","arima",0.51994886222,0.6072696,0.42555165,24,50,1,2
"478","asg",0.126743197086,0.165789275,0.093183365,24,50,1,2
"479","naive",0.28007202136,0.363067125,0.206227275,24,50,1,2
"480","sir",0.073235918536,0.0964359175,0.0536277975,24,50,1,2
"481","arima",0.99070777932,0.998315,0.9744999,25,1,1,2
"482","asg",0.0024172752573667,0.00893619700000001,6.42006475e-05,25,1,1,2
"483","naive",0.00557246628086246,0.020686415,0.0001460146,25,1,1,2
"484","sir",0.00130248005373987,0.0047948675,3.1436565e-05,25,1,1,2
"485","arima",0.51512246706,0.601016425,0.422976625,25,50,1,2
"486","asg",0.131058593524,0.17120925,0.0961766,25,50,1,2
"487","naive",0.27869144858,0.360075475,0.20636355,25,50,1,2
"488","sir",0.075127489894,0.0986583475,0.0551186575,25,50,1,2
"489","arima",0.99057775008,0.998313,0.97455595,26,1,1,2
"490","asg",0.00247065804962259,0.00914476375,6.14365725e-05,26,1,1,2
"491","naive",0.00560473138385015,0.0208135975,0.000144851775,26,1,1,2
"492","sir",0.00134685895548831,0.00499955625,3.40068025e-05,26,1,1,2
"493","arima",0.51028537996,0.597103175,0.418408375,26,50,1,2
"494","asg",0.13612304625,0.178084225,0.10036665,26,50,1,2
"495","naive",0.27644371032,0.3565763,0.20467785,26,50,1,2
"496","sir",0.077147861748,0.101202025,0.0565629425,26,50,1,2
"497","arima",0.99042145504,0.998262025,0.97395185,27,1,1,2
"498","asg",0.00257857120455614,0.0095538575,6.4804985e-05,27,1,1,2
"499","naive",0.00562484418379096,0.0208307025,0.000143653825,27,1,1,2
"500","sir",0.0013751291259425,0.005118282,3.61515825e-05,27,1,1,2
"501","arima",0.5067054232,0.59303965,0.4149689,27,50,1,2
"502","asg",0.141087649626,0.184185125,0.103835775,27,50,1,2
"503","naive",0.272816035,0.3522765,0.202215875,27,50,1,2
"504","sir",0.079390895218,0.1043023,0.057981635,27,50,1,2
"505","arima",0.99036136394,0.998253,0.9740429,28,1,1,2
"506","asg",0.00266301950191338,0.0098743985,6.69289825e-05,28,1,1,2
"507","naive",0.00556311827487476,0.02071518,0.000136712825,28,1,1,2
"508","sir",0.00141249865369227,0.00524107475,3.63644375e-05,28,1,1,2
"509","arima",0.50499931032,0.589894725,0.41484445,28,50,1,2
"510","asg",0.145757092624,0.190619675,0.10730955,28,50,1,2
"511","naive",0.26756104444,0.344120325,0.198644875,28,50,1,2
"512","sir",0.081682556704,0.107393075,0.0597835325,28,50,1,2
"513","arima",0.99032081696,0.998238,0.974284825,29,1,1,2
"514","asg",0.002729650932569,0.0100365275,6.89691775e-05,29,1,1,2
"515","naive",0.00550520051486373,0.020274845,0.00014067325,29,1,1,2
"516","sir",0.00144432953098516,0.00531822500000001,3.63769925e-05,29,1,1,2
"517","arima",0.49837609526,0.584961375,0.4074789,29,50,1,2
"518","asg",0.15170265818,0.198659025,0.11159775,29,50,1,2
"519","naive",0.26581678306,0.342458025,0.197191975,29,50,1,2
"520","sir",0.084104461618,0.110565025,0.0615168775,29,50,1,2
"521","arima",0.99016315072,0.998216025,0.9738718,30,1,1,2
"522","asg",0.00285101655611576,0.0105466,7.237309e-05,30,1,1,2
"523","naive",0.00549520277548428,0.020642635,0.0001417309,30,1,1,2
"524","sir",0.00149063135887435,0.00543168075,3.71492575e-05,30,1,1,2
"525","arima",0.49103370234,0.577279,0.4015834,30,50,1,2
"526","asg",0.158322665316,0.2072321,0.116431875,30,50,1,2
"527","naive",0.2637469541,0.339261175,0.196003875,30,50,1,2
"528","sir",0.086896677672,0.1140681,0.063580015,30,50,1,2
"529","arima",0.98999576304,0.998137025,0.973826,31,1,1,2
"530","asg",0.0029833469881175,0.011123125,7.5971025e-05,31,1,1,2
"531","naive",0.00549785008349497,0.020270505,0.0001367081,31,1,1,2
"532","sir",0.00152303884348341,0.00565288325,3.69945e-05,31,1,1,2
"533","arima",0.48180163502,0.567959125,0.39029545,31,50,1,2
"534","asg",0.165573928216,0.216810175,0.121682925,31,50,1,2
"535","naive",0.26248670044,0.337256675,0.195839325,31,50,1,2
"536","sir",0.09013773752,0.11915305,0.0656480275,31,50,1,2
"537","arima",0.98974509096,0.998093025,0.972995,32,1,1,2
"538","asg",0.00311307819672915,0.0115831225,7.50912025e-05,32,1,1,2
"539","naive",0.00555487341546346,0.0206785225,0.00013423565,32,1,1,2
"540","sir",0.00158695917270097,0.00581263025,4.11213175e-05,32,1,1,2
"541","arima",0.47357810834,0.560446125,0.38322895,32,50,1,2
"542","asg",0.17351783064,0.226974225,0.12735185,32,50,1,2
"543","naive",0.25962863164,0.332772175,0.19401875,32,50,1,2
"544","sir",0.093275430494,0.123110075,0.06795156,32,50,1,2
"545","arima",0.98953571154,0.998052025,0.97266685,33,1,1,2
"546","asg",0.00328295002177195,0.0121542175,7.991634e-05,33,1,1,2
"547","naive",0.00553645725461824,0.020497465,0.0001485724,33,1,1,2
"548","sir",0.00164488048655089,0.00604907,4.220432e-05,33,1,1,2
"549","arima",0.46242665216,0.54942145,0.372541925,33,50,1,2
"550","asg",0.182203680586,0.23769805,0.13347595,33,50,1,2
"551","naive",0.25842157456,0.331242675,0.193290875,33,50,1,2
"552","sir",0.09694809387,0.127976275,0.07086493,33,50,1,2
"553","arima",0.98933047218,0.998014075,0.97210085,34,1,1,2
"554","asg",0.00342145310396384,0.0127000025,8.78673775e-05,34,1,1,2
"555","naive",0.00556525572049202,0.02067135,0.00014771565,34,1,1,2
"556","sir",0.00168281614780383,0.00625525025,4.104777e-05,34,1,1,2
"557","arima",0.45440397112,0.541599125,0.3639019,34,50,1,2
"558","asg",0.190172007192,0.2481332,0.139722675,34,50,1,2
"559","naive",0.25512638416,0.32700065,0.190912425,34,50,1,2
"560","sir",0.100297639012,0.13230635,0.0732954725,34,50,1,2
"561","arima",0.98909940576,0.997968,0.97183075,35,1,1,2
"562","asg",0.0035306470492564,0.0130337125,9.1406545e-05,35,1,1,2
"563","naive",0.00562442945787738,0.0208318275,0.0001421884,35,1,1,2
"564","sir",0.00174551867405258,0.00644866825,4.424253e-05,35,1,1,2
"565","arima",0.44290491958,0.530997175,0.353191425,35,50,1,2
"566","asg",0.19925594564,0.26030985,0.146539,35,50,1,2
"567","naive",0.25370283066,0.323491325,0.191124875,35,50,1,2
"568","sir",0.104136304826,0.137443275,0.0757437725,35,50,1,2
"569","arima",0.98883024816,0.997959025,0.9708657,36,1,1,2
"570","asg",0.00368005633156608,0.013655525,9.21273425e-05,36,1,1,2
"571","naive",0.00569467342567063,0.021367235,0.0001285724,36,1,1,2
"572","sir",0.00179502290138983,0.00657331425,4.287697e-05,36,1,1,2
"573","arima",0.43273750044,0.520665275,0.343759775,36,50,1,2
"574","asg",0.2085325057,0.2717533,0.152979975,36,50,1,2
"575","naive",0.25057511912,0.319448025,0.18856185,36,50,1,2
"576","sir",0.108154876898,0.142715225,0.078816785,36,50,1,2
"577","arima",0.98859194382,0.997881,0.970372825,37,1,1,2
"578","asg",0.0038838656354324,0.0142615225,0.000101347125,37,1,1,2
"579","naive",0.00567884542995982,0.0213196075,0.000135311675,37,1,1,2
"580","sir",0.00184534532040456,0.006896914,4.8252675e-05,37,1,1,2
"581","arima",0.42324880558,0.511397175,0.33437295,37,50,1,2
"582","asg",0.21684958306,0.282134175,0.159425775,37,50,1,2
"583","naive",0.24794757998,0.315851375,0.1871237,37,50,1,2
"584","sir",0.111954032552,0.148472175,0.0811060275,37,50,1,2
"585","arima",0.98838128254,0.997816,0.970374875,38,1,1,2
"586","asg",0.00404739213215869,0.0149698525,0.000105462,38,1,1,2
"587","naive",0.00567119732092582,0.020834515,0.0001437173,38,1,1,2
"588","sir",0.00190012729178263,0.00707592875,5.0115955e-05,38,1,1,2
"589","arima",0.4128659676,0.5024822,0.32414695,38,50,1,2
"590","asg",0.22624413632,0.293583175,0.166273825,38,50,1,2
"591","naive",0.24527639872,0.3132945,0.184395625,38,50,1,2
"592","sir",0.115613494716,0.152698675,0.08446949,38,50,1,2
"593","arima",0.372431183351692,0.84697075,0.016409655,2,1,1,3
"594","asg",0.19646122494355,0.642814175,0.00535632775,2,1,1,3
"595","naive",0.36941549984749,0.842734175,0.015731515,2,1,1,3
"596","sir",0.0616920920669606,0.23241185,0.00148595475,2,1,1,3
"597","arima",0.25463430876,0.3181485,0.19597995,2,50,1,3
"598","asg",0.25157030634,0.31411005,0.19418875,2,50,1,3
"599","naive",0.25464058742,0.317485475,0.196071925,2,50,1,3
"600","sir",0.23915479746,0.299857025,0.18351895,2,50,1,3
"601","arima",0.539494514129506,0.929750725,0.03385781,3,1,1,3
"602","asg",0.137622166925229,0.498468475,0.00345759825,3,1,1,3
"603","naive",0.293433762752992,0.848518275,0.0076914905,3,1,1,3
"604","sir",0.0294495617951113,0.111617925,0.00072565845,3,1,1,3
"605","arima",0.26029746168,0.323877125,0.200838825,3,50,1,3
"606","asg",0.25358337164,0.315718075,0.196123,3,50,1,3
"607","naive",0.2588523243,0.322934125,0.19979885,3,50,1,3
"608","sir",0.22726684554,0.285954025,0.1733317,3,50,1,3
"609","arima",0.62112962965508,0.949615175,0.0555638775,4,1,1,3
"610","asg",0.0989944284631906,0.36784345,0.00259286875,4,1,1,3
"611","naive",0.260484011837068,0.839568225,0.006406266,4,1,1,3
"612","sir",0.0193919305087105,0.072708915,0.0004964478,4,1,1,3
"613","arima",0.2654214616,0.329987325,0.205192625,4,50,1,3
"614","asg",0.25497255576,0.318065125,0.196314525,4,50,1,3
"615","naive",0.26304556562,0.327397425,0.20303345,4,50,1,3
"616","sir",0.21656041826,0.27399835,0.164415675,4,50,1,3
"617","arima",0.64484559551794,0.955083375,0.06058652,5,1,1,3
"618","asg",0.0801338882894668,0.29926565,0.00198133425,5,1,1,3
"619","naive",0.260026599241771,0.853289425,0.00599694925,5,1,1,3
"620","sir",0.0149939167425838,0.0558347625,0.0003693594,5,1,1,3
"621","arima",0.2686224528,0.3340672,0.2081697,5,50,1,3
"622","asg",0.25634460954,0.318905075,0.1981638,5,50,1,3
"623","naive",0.26695093862,0.33149315,0.207192725,5,50,1,3
"624","sir",0.20808199822,0.2635114,0.157917775,5,50,1,3
"625","arima",0.654443099002176,0.959466475,0.057702975,6,1,1,3
"626","asg",0.0640340124017755,0.2414819,0.00165235725,6,1,1,3
"627","naive",0.268300636835916,0.871856075,0.00573581725,6,1,1,3
"628","sir",0.0132222522520454,0.0498821325,0.000341378625,6,1,1,3
"629","arima",0.27200318942,0.3379569,0.21127085,6,50,1,3
"630","asg",0.2546599428,0.318084275,0.19615465,6,50,1,3
"631","naive",0.27027348062,0.3359171,0.2091699,6,50,1,3
"632","sir",0.20306338604,0.257983475,0.1533969,6,50,1,3
"633","arima",0.656465238990778,0.96192725,0.0573369775,7,1,1,3
"634","asg",0.0532942711040582,0.201420425,0.0012374685,7,1,1,3
"635","naive",0.278246840260058,0.880722375,0.00639474275,7,1,1,3
"636","sir",0.011993650216693,0.0445641125,0.000296782,7,1,1,3
"637","arima",0.27497337808,0.34125735,0.213400475,7,50,1,3
"638","asg",0.2534590137,0.316739125,0.1952802,7,50,1,3
"639","naive",0.2728753237,0.33832805,0.211236,7,50,1,3
"640","sir",0.19869228242,0.2527512,0.150027975,7,50,1,3
"641","arima",0.679991511487804,0.9662821,0.06472474,8,1,1,3
"642","asg",0.045055810780223,0.16759645,0.0011172995,8,1,1,3
"643","naive",0.263866989439475,0.87875425,0.00550430125,8,1,1,3
"644","sir",0.0110856881377033,0.0414079625,0.0002820415,8,1,1,3
"645","arima",0.27766087484,0.34331615,0.216043875,8,50,1,3
"646","asg",0.25213193848,0.314669075,0.193881575,8,50,1,3
"647","naive",0.2754755718,0.341487325,0.213893875,8,50,1,3
"648","sir",0.1947316143,0.24716735,0.14695985,8,50,1,3
"649","arima",0.685539387894634,0.9685753,0.0732495575,9,1,1,3
"650","asg",0.0387047442914464,0.14397235,0.000977632025,9,1,1,3
"651","naive",0.265397913562021,0.876996675,0.0059438655,9,1,1,3
"652","sir",0.010357951864476,0.0385450175,0.000255090075,9,1,1,3
"653","arima",0.27983241984,0.34617025,0.217354925,9,50,1,3
"654","asg",0.2501259306,0.3122211,0.1926818,9,50,1,3
"655","naive",0.27770308352,0.343986025,0.2154788,9,50,1,3
"656","sir",0.192338572216,0.245044475,0.145307925,9,50,1,3
"657","arima",0.665221471412252,0.968329475,0.0508531775,10,1,1,3
"658","asg",0.0350789602675394,0.130266525,0.000841513125,10,1,1,3
"659","naive",0.289588358490329,0.906093025,0.006221154,10,1,1,3
"660","sir",0.0101112111103105,0.0374197775,0.000253412725,10,1,1,3
"661","arima",0.28172437754,0.349191,0.21902655,10,50,1,3
"662","asg",0.2481443151,0.310359025,0.19059575,10,50,1,3
"663","naive",0.27957519668,0.34630745,0.2168475,10,50,1,3
"664","sir",0.190556112214,0.24276105,0.143489725,10,50,1,3
"665","arima",0.639044193368786,0.968395075,0.03632472,11,1,1,3
"666","asg",0.0319316912486133,0.117109125,0.00078177055,11,1,1,3
"667","naive",0.319064000562839,0.923575575,0.00695144725,11,1,1,3
"668","sir",0.00996011592254598,0.036641355,0.000249884675,11,1,1,3
"669","arima",0.28259863296,0.3498994,0.21931895,11,50,1,3
"670","asg",0.2458795813,0.30743705,0.188656975,11,50,1,3
"671","naive",0.28153432994,0.34863605,0.219101675,11,50,1,3
"672","sir",0.189987454228,0.24198345,0.143406975,11,50,1,3
"673","arima",0.678028573966614,0.9713581,0.0479511575,12,1,1,3
"674","asg",0.0285570346046234,0.105877675,0.000702431275,12,1,1,3
"675","naive",0.283801432381298,0.916437525,0.00563354325,12,1,1,3
"676","sir",0.0096129587357162,0.0357273125,0.000242052075,12,1,1,3
"677","arima",0.28492881202,0.35283825,0.221761975,12,50,1,3
"678","asg",0.243261542,0.305395525,0.186449725,12,50,1,3
"679","naive",0.28257953008,0.349733,0.2195399,12,50,1,3
"680","sir",0.18923011778,0.240804775,0.143000875,12,50,1,3
"681","arima",0.66658477926494,0.972045175,0.047411765,13,1,1,3
"682","asg",0.0267656912391036,0.100226625,0.000666888725,13,1,1,3
"683","naive",0.297376483696429,0.91895715,0.00609534925,13,1,1,3
"684","sir",0.0092730460617425,0.03417928,0.0002326746,13,1,1,3
"685","arima",0.2858798431,0.353160275,0.22245075,13,50,1,3
"686","asg",0.24172424708,0.303201425,0.184969525,13,50,1,3
"687","naive",0.28452522176,0.3521614,0.220861975,13,50,1,3
"688","sir",0.187870685934,0.240112,0.141935,13,50,1,3
"689","arima",0.600685672274696,0.969202,0.0241773825,14,1,1,3
"690","asg",0.0253457897394286,0.093592625,0.00064489845,14,1,1,3
"691","naive",0.364578716993534,0.94376725,0.00741652275,14,1,1,3
"692","sir",0.00938982300063966,0.034839435,0.0002399798,14,1,1,3
"693","arima",0.28590584782,0.353110025,0.223085575,14,50,1,3
"694","asg",0.23943136984,0.300200275,0.183749925,14,50,1,3
"695","naive",0.2862629831,0.353557675,0.22307375,14,50,1,3
"696","sir",0.18839980184,0.240609325,0.141690975,14,50,1,3
"697","arima",0.605250344984852,0.969258125,0.0267520425,15,1,1,3
"698","asg",0.0233368820056703,0.0871641,0.000626677075,15,1,1,3
"699","naive",0.36203060861098,0.94284675,0.00848044725,15,1,1,3
"700","sir",0.00938216672145396,0.0345863175,0.0002388284,15,1,1,3
"701","arima",0.2867164856,0.354342075,0.223851625,15,50,1,3
"702","asg",0.23655215376,0.297304025,0.1813272,15,50,1,3
"703","naive",0.28737920786,0.3547821,0.223901,15,50,1,3
"704","sir",0.18935214742,0.241424125,0.142997625,15,50,1,3
"705","arima",0.509083760170115,0.96410965,0.014634675,16,1,1,3
"706","asg",0.0224036313308014,0.0832239575,0.00055220555,16,1,1,3
"707","naive",0.458776504996302,0.959213325,0.01070847,16,1,1,3
"708","sir",0.00973610220406997,0.035989885,0.00024349935,16,1,1,3
"709","arima",0.28654374384,0.354651375,0.2222879,16,50,1,3
"710","asg",0.23450159756,0.29458725,0.17957685,16,50,1,3
"711","naive",0.28804829088,0.355550175,0.224196725,16,50,1,3
"712","sir",0.190906367962,0.24380825,0.144056325,16,50,1,3
"713","arima",0.511126463319072,0.962966525,0.01449175,17,1,1,3
"714","asg",0.0227763329807798,0.084057015,0.000568399625,17,1,1,3
"715","naive",0.45608525732535,0.9589361,0.011549515,17,1,1,3
"716","sir",0.0100119475925186,0.0370875725,0.0002508106,17,1,1,3
"717","arima",0.28462388436,0.3523239,0.220237975,17,50,1,3
"718","asg",0.23599877308,0.296295125,0.180501825,17,50,1,3
"719","naive",0.2868251093,0.354854225,0.223186625,17,50,1,3
"720","sir",0.19255223316,0.245304325,0.145111875,17,50,1,3
"721","arima",0.519411811799682,0.96349015,0.0155281275,18,1,1,3
