"","model","wt","upp","low","week","alpha","step","rep"
"9404","sir",0.00259536842309808,0.00961824975000001,6.6619245e-05,30,1,1,33
"9405","arima",0.3808978134,0.4635793,0.300055975,30,50,1,33
"9406","asg",0.182815872612,0.234965,0.136652125,30,50,1,33
"9407","naive",0.3099461873,0.38543615,0.239665775,30,50,1,33
"9408","sir",0.12634012421,0.164217125,0.093376735,30,50,1,33
"9409","arima",0.98096880316,0.996611,0.947382275,31,1,1,33
"9410","asg",0.00458569639667768,0.0168522025,0.00012030775,31,1,1,33
"9411","naive",0.011755927721447,0.043504445,0.000297649325,31,1,1,33
"9412","sir",0.00268957444755769,0.0098785315,6.68844225e-05,31,1,1,33
"9413","arima",0.37688193088,0.45803735,0.297154575,31,50,1,33
"9414","asg",0.18827024214,0.24180845,0.14007195,31,50,1,33
"9415","naive",0.30551111756,0.3786722,0.235866575,31,50,1,33
"9416","sir",0.129336708478,0.168757075,0.0955727775,31,50,1,33
"9417","arima",0.9805848419,0.996624075,0.94642395,32,1,1,33
"9418","asg",0.00479392553485787,0.01752402,0.0001298949,32,1,1,33
"9419","naive",0.0118036815103321,0.0439444,0.000274105875,32,1,1,33
"9420","sir",0.002817551825752,0.0104884525,6.52990925e-05,32,1,1,33
"9421","arima",0.37108418462,0.45154105,0.29225745,32,50,1,33
"9422","asg",0.193810839728,0.24855115,0.145185925,32,50,1,33
"9423","naive",0.3020699533,0.374884325,0.2335489,32,50,1,33
"9424","sir",0.13303502119,0.172971075,0.097868795,32,50,1,33
"9425","arima",0.98014308872,0.996472225,0.94569445,33,1,1,33
"9426","asg",0.00502539147655014,0.018466405,0.00013098015,33,1,1,33
"9427","naive",0.0119439513727859,0.04470935,0.000294034225,33,1,1,33
"9428","sir",0.00288756655320552,0.0107357075,7.44757875e-05,33,1,1,33
"9429","arima",0.3645110893,0.445661075,0.286564825,33,50,1,33
"9430","asg",0.19983047946,0.25583515,0.1499917,33,50,1,33
"9431","naive",0.2988356091,0.371110075,0.2310787,33,50,1,33
"9432","sir",0.136822818172,0.178204125,0.101128925,33,50,1,33
"9433","arima",0.97983771746,0.996357025,0.94561485,34,1,1,33
"9434","asg",0.00532916330637991,0.019680335,0.00013214605,34,1,1,33
"9435","naive",0.0118226593120084,0.0435658025,0.0002943881,34,1,1,33
"9436","sir",0.00301045878542255,0.0111567125,7.44313e-05,34,1,1,33
"9437","arima",0.35881738238,0.43808235,0.281897725,34,50,1,33
"9438","asg",0.20695958724,0.2650284,0.155132975,34,50,1,33
"9439","naive",0.29314329856,0.364399425,0.226832875,34,50,1,33
"9440","sir",0.1410797324,0.18297915,0.104214875,34,50,1,33
"9441","arima",0.97945895686,0.996298075,0.944990775,35,1,1,33
"9442","asg",0.0056039345236934,0.0206337725,0.000142800175,35,1,1,33
"9443","naive",0.011830178545313,0.0442629225,0.000277937825,35,1,1,33
"9444","sir",0.00310693269313585,0.01142894,7.91516325e-05,35,1,1,33
"9445","arima",0.35338447934,0.432415375,0.27685885,35,50,1,33
"9446","asg",0.21298833384,0.2719686,0.1599628,35,50,1,33
"9447","naive",0.28841265534,0.358474025,0.22314595,35,50,1,33
"9448","sir",0.145214533974,0.188714275,0.107554925,35,50,1,33
"9449","arima",0.97904254486,0.996105,0.94427695,36,1,1,33
"9450","asg",0.00587979207840714,0.0217168425,0.00016667855,36,1,1,33
"9451","naive",0.0118624956896749,0.0443156375,0.00030182775,36,1,1,33
"9452","sir",0.0032151642122528,0.01175734,8.38814025e-05,36,1,1,33
"9453","arima",0.34764874708,0.42640325,0.271842675,36,50,1,33
"9454","asg",0.21934324704,0.279532075,0.165056875,36,50,1,33
"9455","naive",0.2841079299,0.3538692,0.2193409,36,50,1,33
"9456","sir",0.148900073398,0.193807225,0.110330975,36,50,1,33
"9457","arima",0.97857720352,0.995970025,0.942859475,37,1,1,33
"9458","asg",0.00613245075333052,0.0226896275,0.0001639591,37,1,1,33
"9459","naive",0.0119531071000414,0.0444136125,0.000319951875,37,1,1,33
"9460","sir",0.00333723933151503,0.0122837575,8.59366375e-05,37,1,1,33
"9461","arima",0.3422581588,0.4206766,0.266924125,37,50,1,33
"9462","asg",0.22490730348,0.286314025,0.169832575,37,50,1,33
"9463","naive",0.28068878422,0.35039205,0.215870775,37,50,1,33
"9464","sir",0.152145756094,0.19767335,0.1121976,37,50,1,33
"9465","arima",0.97816851052,0.99600405,0.941505,38,1,1,33
"9466","asg",0.00644942289385386,0.024090545,0.000167597875,38,1,1,33
"9467","naive",0.0119937630966052,0.044988785,0.0002866082,38,1,1,33
"9468","sir",0.00338830439282695,0.0124605375,8.4288075e-05,38,1,1,33
"9469","arima",0.33692123524,0.414079225,0.262280925,38,50,1,33
"9470","asg",0.2307321406,0.293729025,0.1738358,38,50,1,33
"9471","naive",0.27766886296,0.346148375,0.2149807,38,50,1,33
"9472","sir",0.154677762776,0.20180825,0.114164775,38,50,1,33
"9473","arima",0.184874659786885,0.704976575,0.00384831575,2,1,1,34
"9474","asg",0.0496267183271726,0.185137775,0.0012584175,2,1,1,34
"9475","naive",0.184841700039737,0.6907276,0.0040592095,2,1,1,34
"9476","sir",0.580656920546802,0.9398515,0.0301607425,2,1,1,34
"9477","arima",0.25363176192,0.316499025,0.195631575,2,50,1,34
"9478","asg",0.23644545146,0.295960275,0.1812875,2,50,1,34
"9479","naive",0.25348040828,0.3158982,0.195813875,2,50,1,34
"9480","sir",0.25644237902,0.3194482,0.197963775,2,50,1,34
"9481","arima",0.78289335712106,0.966705,0.28207445,3,1,1,34
"9482","asg",0.0238876914405537,0.0906772500000001,0.00057590045,3,1,1,34
"9483","naive",0.0720783111504838,0.284292025,0.00172938275,3,1,1,34
"9484","sir",0.121140638869534,0.587354575,0.00231802875,3,1,1,34
"9485","arima",0.26759394212,0.3320944,0.207380025,3,50,1,34
"9486","asg",0.22243456296,0.2804262,0.169649875,3,50,1,34
"9487","naive",0.25108009748,0.313603575,0.19321395,3,50,1,34
"9488","sir",0.2588913944,0.322434325,0.200128725,3,50,1,34
"9489","arima",0.903095050474,0.982631175,0.74038465,4,1,1,34
"9490","asg",0.0141639274425181,0.0529227925,0.000336306525,4,1,1,34
"9491","naive",0.0361011873724581,0.136125425,0.000926406025,4,1,1,34
"9492","sir",0.0466398338838542,0.176444175,0.00111606775,4,1,1,34
"9493","arima",0.2816987994,0.348534025,0.219121,4,50,1,34
"9494","asg",0.208308035884,0.263370125,0.158093925,4,50,1,34
"9495","naive",0.25027577524,0.313396025,0.192315975,4,50,1,34
"9496","sir",0.25971738702,0.323838075,0.200834,4,50,1,34
"9497","arima",0.93655795686,0.98798215,0.835749225,5,1,1,34
"9498","asg",0.0105464891831446,0.0389930875,0.000261166,5,1,1,34
"9499","naive",0.023654988421187,0.088371975,0.000595151625,5,1,1,34
"9500","sir",0.0292405665298411,0.1105208,0.0007510854,5,1,1,34
"9501","arima",0.29601077176,0.364396175,0.231115925,5,50,1,34
"9502","asg",0.19718121142,0.251097325,0.148673775,5,50,1,34
"9503","naive",0.24818246968,0.311456225,0.190939925,5,50,1,34
"9504","sir",0.2586255451,0.322192125,0.19901375,5,50,1,34
"9505","arima",0.95369758416,0.9911061,0.88259485,6,1,1,34
"9506","asg",0.00835037432512244,0.0305850825,0.000219768325,6,1,1,34
"9507","naive",0.0182773100602102,0.0678299625,0.00049150645,6,1,1,34
"9508","sir",0.019674730135526,0.072756065,0.000501244125,6,1,1,34
"9509","arima",0.30860980028,0.379066675,0.2418599,6,50,1,34
"9510","asg",0.187510074322,0.239357225,0.140940425,6,50,1,34
"9511","naive",0.2493056356,0.31269345,0.191670625,6,50,1,34
"9512","sir",0.25457448602,0.31779705,0.1955569,6,50,1,34
"9513","arima",0.96679811872,0.99350005,0.916379125,7,1,1,34
"9514","asg",0.00675636620919676,0.0247481725,0.000177489,7,1,1,34
"9515","naive",0.0142483617957848,0.0537922150000001,0.000371993725,7,1,1,34
"9516","sir",0.012197155055109,0.04524918,0.000332498575,7,1,1,34
"9517","arima",0.32623871554,0.398586,0.25649845,7,50,1,34
"9518","asg",0.179507120504,0.2290223,0.135197525,7,50,1,34
"9519","naive",0.2504782845,0.31383205,0.191663925,7,50,1,34
"9520","sir",0.24377587896,0.306440125,0.186214975,7,50,1,34
"9521","arima",0.97432666632,0.9949611,0.9352306,8,1,1,34
"9522","asg",0.00560879849764202,0.0208384275,0.0001413636,8,1,1,34
"9523","naive",0.0120255396902408,0.0446906125,0.0003209349,8,1,1,34
"9524","sir",0.00803899488377001,0.0298039,0.0002087713,8,1,1,34
"9525","arima",0.34428628702,0.419817775,0.272345925,8,50,1,34
"9526","asg",0.173094962436,0.2212866,0.130080825,8,50,1,34
"9527","naive",0.25534880894,0.320966,0.195372775,8,50,1,34
"9528","sir",0.22726994226,0.2882284,0.1724696,8,50,1,34
"9529","arima",0.97860476408,0.995888075,0.94552455,9,1,1,34
"9530","asg",0.00480015717261648,0.01761728,0.000128220475,9,1,1,34
"9531","naive",0.0105013066503244,0.0394694325,0.000236491775,9,1,1,34
"9532","sir",0.00609377077481978,0.022299755,0.000152629025,9,1,1,34
"9533","arima",0.36369266498,0.440125375,0.288578175,9,50,1,34
"9534","asg",0.165256599864,0.211629075,0.12405785,9,50,1,34
"9535","naive",0.25954239238,0.3259178,0.199025825,9,50,1,34
"9536","sir",0.2115083375,0.269808725,0.159823675,9,50,1,34
"9537","arima",0.9807951641,0.996265,0.9506163,10,1,1,34
"9538","asg",0.00415935312334362,0.0154012275,0.000102684425,10,1,1,34
"9539","naive",0.00989620148930596,0.0367582975,0.0002628473,10,1,1,34
"9540","sir",0.00514928184533278,0.01914634,0.000132461075,10,1,1,34
"9541","arima",0.37629269016,0.45489705,0.2994518,10,50,1,34
"9542","asg",0.15641637758,0.200989025,0.11700565,10,50,1,34
"9543","naive",0.2652864253,0.332495075,0.20304875,10,50,1,34
"9544","sir",0.20200450734,0.2594344,0.1510868,10,50,1,34
"9545","arima",0.98162163558,0.99651405,0.952085675,11,1,1,34
"9546","asg",0.00382750266852204,0.0143432325,9.63248875e-05,11,1,1,34
"9547","naive",0.0097880474864051,0.0365795875,0.00027571475,11,1,1,34
"9548","sir",0.00476281286576034,0.0177868225,0.000123105825,11,1,1,34
"9549","arima",0.37277646834,0.453628375,0.2937714,11,50,1,34
"9550","asg",0.152018678548,0.195193525,0.1137459,11,50,1,34
"9551","naive",0.27314940898,0.342943,0.209063725,11,50,1,34
"9552","sir",0.202055444092,0.260129,0.150696775,11,50,1,34
"9553","arima",0.98155376596,0.996463,0.951579875,12,1,1,34
"9554","asg",0.00368127212179759,0.01385946,8.73118275e-05,12,1,1,34
"9555","naive",0.0100584890258799,0.0376943175,0.000262255175,12,1,1,34
"9556","sir",0.0047064716113332,0.017504115,0.000119163275,12,1,1,34
"9557","arima",0.36651080406,0.446852925,0.2882367,12,50,1,34
"9558","asg",0.148802034376,0.191237375,0.11116495,12,50,1,34
"9559","naive",0.278954238,0.348262525,0.214629825,12,50,1,34
"9560","sir",0.20573292052,0.264745225,0.153268925,12,50,1,34
"9561","arima",0.98299330706,0.996647,0.95613895,13,1,1,34
"9562","asg",0.00350977321110335,0.012849235,8.561149e-05,13,1,1,34
"9563","naive",0.00881240391267278,0.032951455,0.0002256546,13,1,1,34
"9564","sir",0.00468451712225542,0.017231075,0.0001189913,13,1,1,34
"9565","arima",0.37721340762,0.457612075,0.2973401,13,50,1,34
"9566","asg",0.14545095263,0.186836025,0.1090009,13,50,1,34
"9567","naive",0.27093406844,0.340095225,0.20738725,13,50,1,34
"9568","sir",0.20640157144,0.26522235,0.15419695,13,50,1,34
"9569","arima",0.98357118206,0.996821,0.95790695,14,1,1,34
"9570","asg",0.00344121500091307,0.0127105075,8.3710875e-05,14,1,1,34
"9571","naive",0.0082285568115575,0.030717045,0.000206205275,14,1,1,34
"9572","sir",0.00475904685866902,0.01767938,0.000114572875,14,1,1,34
"9573","arima",0.38306256904,0.46405015,0.303077325,14,50,1,34
"9574","asg",0.143960686794,0.186024025,0.107484725,14,50,1,34
"9575","naive",0.26446681818,0.331586,0.20250085,14,50,1,34
"9576","sir",0.20850993056,0.268707075,0.155399425,14,50,1,34
"9577","arima",0.98402658862,0.996882025,0.959121925,15,1,1,34
"9578","asg",0.00342079818992956,0.0126770425,8.85753175e-05,15,1,1,34
"9579","naive",0.00782773961067316,0.0294176925,0.000195437425,15,1,1,34
"9580","sir",0.00472487313569476,0.01755067,0.000122647275,15,1,1,34
"9581","arima",0.38942176468,0.470305025,0.3082869,15,50,1,34
"9582","asg",0.14347665296,0.18497535,0.1069228,15,50,1,34
"9583","naive",0.25686103924,0.323435325,0.195350925,15,50,1,34
"9584","sir",0.210240539,0.27009615,0.15704,15,50,1,34
"9585","arima",0.98406246548,0.996930025,0.95928675,16,1,1,34
"9586","asg",0.00343019404897518,0.012653515,8.9685085e-05,16,1,1,34
"9587","naive",0.00769081307543056,0.0286794775,0.000189984625,16,1,1,34
"9588","sir",0.00481652864600842,0.01764695,0.00012102405,16,1,1,34
"9589","arima",0.38886228768,0.4698092,0.3086282,16,50,1,34
"9590","asg",0.143804659788,0.1848976,0.10776675,16,50,1,34
"9591","naive",0.2562099591,0.323315025,0.194738375,16,50,1,34
"9592","sir",0.21112309664,0.271221525,0.157933625,16,50,1,34
"9593","arima",0.98452868982,0.996987025,0.960705975,17,1,1,34
"9594","asg",0.00336736297791253,0.012433105,8.3542915e-05,17,1,1,34
"9595","naive",0.00761943433085036,0.02836877,0.000182463175,17,1,1,34
"9596","sir",0.00448451381302816,0.01673513,0.0001216397,17,1,1,34
"9597","arima",0.3901857797,0.4727144,0.31003975,17,50,1,34
"9598","asg",0.144836719404,0.186573075,0.1078816,17,50,1,34
"9599","naive",0.25578627066,0.32304825,0.19392795,17,50,1,34
"9600","sir",0.20919123056,0.270611075,0.1557879,17,50,1,34
"9601","arima",0.98474908622,0.997026025,0.96161995,18,1,1,34
"9602","asg",0.00339724724867148,0.0125886925,8.4277995e-05,18,1,1,34
"9603","naive",0.00729413678887505,0.027236225,0.0001900827,18,1,1,34
"9604","sir",0.00455953056195534,0.0167645475,0.000113798275,18,1,1,34
"9605","arima",0.39651249048,0.4776193,0.31610305,18,50,1,34
"9606","asg",0.146464331062,0.1886888,0.10951195,18,50,1,34
"9607","naive",0.24883915832,0.315299125,0.188811875,18,50,1,34
"9608","sir",0.2081840216,0.268954725,0.15437095,18,50,1,34
"9609","arima",0.98494561646,0.997024025,0.9621737,19,1,1,34
"9610","asg",0.00344238463803599,0.0128519625,8.32124975e-05,19,1,1,34
"9611","naive",0.00722906836203217,0.026608815,0.0001812059,19,1,1,34
"9612","sir",0.004382931716608,0.01614371,0.000104985475,19,1,1,34
"9613","arima",0.40179933766,0.4829214,0.32122,19,50,1,34
"9614","asg",0.147478548066,0.1901881,0.110186875,19,50,1,34
"9615","naive",0.246468523,0.3129391,0.186367975,19,50,1,34
"9616","sir",0.20425359079,0.264903,0.15148265,19,50,1,34
"9617","arima",0.98534920696,0.997151025,0.96276195,20,1,1,34
"9618","asg",0.00336307613630742,0.012316915,8.56457025e-05,20,1,1,34
"9619","naive",0.00719835234870374,0.0268017275,0.000177302875,20,1,1,34
"9620","sir",0.00408936535504356,0.0150401275,0.0001051895,20,1,1,34
"9621","arima",0.40615399346,0.48712825,0.32512635,20,50,1,34
"9622","asg",0.148948935118,0.192168375,0.110829975,20,50,1,34
"9623","naive",0.24658772324,0.313390125,0.1869627,20,50,1,34
"9624","sir",0.19830934792,0.257643175,0.14664775,20,50,1,34
"9625","arima",0.98560448746,0.997279,0.96346995,21,1,1,34
"9626","asg",0.00339518185483182,0.01252965,8.69273625e-05,21,1,1,34
"9627","naive",0.00705572992899794,0.02621786,0.0001791274,21,1,1,34
"9628","sir",0.00394459961978356,0.0146776375,9.580713e-05,21,1,1,34
"9629","arima",0.41461128144,0.495706225,0.333186825,21,50,1,34
"9630","asg",0.150312876432,0.193604525,0.11248785,21,50,1,34
"9631","naive",0.2432786752,0.309087075,0.183954875,21,50,1,34
"9632","sir",0.19179717104,0.249732175,0.141272825,21,50,1,34
"9633","arima",0.9859787326,0.997256025,0.964477,22,1,1,34
"9634","asg",0.00342796668833825,0.0126130425,8.8405705e-05,22,1,1,34
"9635","naive",0.00686843211215046,0.02553051,0.00015557965,22,1,1,34
"9636","sir",0.00372486703942527,0.013692975,9.99644825e-05,22,1,1,34
"9637","arima",0.42190510608,0.502729175,0.340369575,22,50,1,34
"9638","asg",0.152122472888,0.196273025,0.113558775,22,50,1,34
"9639","naive",0.24071934228,0.30623305,0.181721875,22,50,1,34
"9640","sir",0.185253079996,0.242442025,0.136663775,22,50,1,34
"9641","arima",0.98602286202,0.99725905,0.96468485,23,1,1,34
"9642","asg",0.00347100813043852,0.0128757925,8.92533325e-05,23,1,1,34
"9643","naive",0.0068445257038392,0.0254620075,0.000168052275,23,1,1,34
"9644","sir",0.00366160342098447,0.01364471,9.01867675000001e-05,23,1,1,34
"9645","arima",0.4234786167,0.503650075,0.34218495,23,50,1,34
"9646","asg",0.155403288674,0.201116025,0.115395925,23,50,1,34
"9647","naive",0.23827914908,0.303441375,0.17904395,23,50,1,34
"9648","sir",0.182838950832,0.239299025,0.1345213,23,50,1,34
"9649","arima",0.98609893868,0.997207025,0.965280975,24,1,1,34
"9650","asg",0.00355836855208973,0.01319212,8.86492325e-05,24,1,1,34
"9651","naive",0.00662295860736014,0.0242907425,0.000184059075,24,1,1,34
"9652","sir",0.00371973489601502,0.01378546,8.6990845e-05,24,1,1,34
"9653","arima",0.42441228812,0.505065175,0.342938375,24,50,1,34
"9654","asg",0.157932904834,0.203515225,0.117737825,24,50,1,34
"9655","naive",0.2330487772,0.298297775,0.175435425,24,50,1,34
"9656","sir",0.184606029264,0.241535625,0.1357419,24,50,1,34
"9657","arima",0.9861717926,0.997293,0.96528495,25,1,1,34
"9658","asg",0.00359819412589732,0.0133097,8.90311825e-05,25,1,1,34
"9659","naive",0.00644782171354018,0.0240170525,0.000163696275,25,1,1,34
"9660","sir",0.00378219385444222,0.013947115,0.0001009782,25,1,1,34
"9661","arima",0.4245779073,0.5054053,0.3436779,25,50,1,34
"9662","asg",0.160579192204,0.207142325,0.1193929,25,50,1,34
"9663","naive",0.22794179896,0.291083075,0.17195165,25,50,1,34
"9664","sir",0.18690110062,0.244054025,0.1371719,25,50,1,34
"9665","arima",0.98600643448,0.997169,0.96481465,26,1,1,34
"9666","asg",0.00371018478686761,0.0137278775,9.2441035e-05,26,1,1,34
"9667","naive",0.00640771451094972,0.023954795,0.000148050025,26,1,1,34
"9668","sir",0.00387566742474363,0.0144706075,0.000100501325,26,1,1,34
"9669","arima",0.42221636204,0.50314665,0.341148725,26,50,1,34
"9670","asg",0.162983407916,0.210660125,0.121323275,26,50,1,34
"9671","naive",0.2242492076,0.28683045,0.1681719,26,50,1,34
"9672","sir",0.190551027702,0.248836025,0.140003725,26,50,1,34
"9673","arima",0.98595612036,0.997175,0.96519595,27,1,1,34
"9674","asg",0.00380914452842676,0.0139889225,9.296402e-05,27,1,1,34
"9675","naive",0.0062541512209366,0.0233303325,0.000163459675,27,1,1,34
"9676","sir",0.00398058194010504,0.0147500425,9.66342625e-05,27,1,1,34
"9677","arima",0.41808159004,0.49840725,0.3376757,27,50,1,34
"9678","asg",0.165654281866,0.213765425,0.123399875,27,50,1,34
"9679","naive",0.22167495472,0.28341905,0.166956725,27,50,1,34
"9680","sir",0.194589173394,0.25450905,0.1434219,27,50,1,34
"9681","arima",0.98576779118,0.997146,0.964596,28,1,1,34
"9682","asg",0.00389712604193026,0.014502305,9.7388655e-05,28,1,1,34
"9683","naive",0.0062277505423234,0.0233789475,0.0001599194,28,1,1,34
"9684","sir",0.00410733171287628,0.015236605,0.00010628195,28,1,1,34
"9685","arima",0.41411829938,0.4948642,0.3331247,28,50,1,34
"9686","asg",0.168643062694,0.217233025,0.12591995,28,50,1,34
"9687","naive",0.218348632718,0.2788902,0.164313875,28,50,1,34
"9688","sir",0.1988900088,0.26012905,0.145739975,28,50,1,34
"9689","arima",0.98550155432,0.997090025,0.96390495,29,1,1,34
"9690","asg",0.00400481084444017,0.014757305,0.000106353625,29,1,1,34
"9691","naive",0.00624946271412344,0.023470625,0.00015405745,29,1,1,34
"9692","sir",0.00424417254417856,0.015631995,0.000108849,29,1,1,34
"9693","arima",0.406023071,0.48762425,0.323969375,29,50,1,34
"9694","asg",0.172446759276,0.22206405,0.128837875,29,50,1,34
"9695","naive",0.21742600566,0.27727965,0.163660975,29,50,1,34
"9696","sir",0.20410416326,0.265918625,0.149635675,29,50,1,34
"9697","arima",0.98541278792,0.997065,0.964446925,30,1,1,34
"9698","asg",0.00407936668564259,0.0151123175,0.0001002327,30,1,1,34
"9699","naive",0.00629421800592849,0.02339623,0.0001461665,30,1,1,34
"9700","sir",0.0042136269914802,0.01529503,0.000109288575,30,1,1,34
"9701","arima",0.40367716528,0.48396625,0.323499625,30,50,1,34
"9702","asg",0.175730222452,0.225786575,0.130927725,30,50,1,34
"9703","naive",0.2157069523,0.276194,0.162222725,30,50,1,34
"9704","sir",0.20488565728,0.2668323,0.1512378,30,50,1,34
"9705","arima",0.98553583628,0.997081025,0.964208,31,1,1,34
"9706","asg",0.00412240202025628,0.01536075,9.92740875e-05,31,1,1,34
"9707","naive",0.00627141231042286,0.023399125,0.000165650175,31,1,1,34
"9708","sir",0.00407034931817732,0.01488886,0.0001038084,31,1,1,34
"9709","arima",0.4006260689,0.482641525,0.31948295,31,50,1,34
"9710","asg",0.179254182116,0.2309968,0.133517725,31,50,1,34
"9711","naive",0.2168301914,0.276381025,0.162870925,31,50,1,34
"9712","sir",0.203289555858,0.265191175,0.1492919,31,50,1,34
"9713","arima",0.98555630168,0.997068,0.96436995,32,1,1,34
"9714","asg",0.00417897078337149,0.01551562,0.000101718925,32,1,1,34
"9715","naive",0.00627093305567042,0.0231387625,0.00015138415,32,1,1,34
"9716","sir",0.00399379409689492,0.0147170725,9.81185e-05,32,1,1,34
"9717","arima",0.39980058916,0.4810413,0.318346725,32,50,1,34
"9718","asg",0.18289315021,0.2353071,0.136783925,32,50,1,34
"9719","naive",0.2163319814,0.276774125,0.162927025,32,50,1,34
"9720","sir",0.20097427903,0.262562125,0.147468975,32,50,1,34
"9721","arima",0.98551584746,0.997026,0.964246975,33,1,1,34
"9722","asg",0.00431653591240348,0.016029425,0.0001086069,33,1,1,34
"9723","naive",0.00625769405823722,0.0235217525,0.00015710095,33,1,1,34
"9724","sir",0.00390992359759688,0.0144516025,0.000102011525,33,1,1,34
"9725","arima",0.3983946657,0.4794703,0.31777385,33,50,1,34
"9726","asg",0.187064550664,0.240874275,0.140066975,33,50,1,34
"9727","naive",0.2140384366,0.27374055,0.160824125,33,50,1,34
"9728","sir",0.20050234842,0.2624514,0.1469238,33,50,1,34
"9729","arima",0.98525293898,0.99700105,0.96383195,34,1,1,34
"9730","asg",0.00446205528037249,0.0165525375,0.00011688365,34,1,1,34
"9731","naive",0.00626189923229197,0.0231558075,0.00014540935,34,1,1,34
"9732","sir",0.00402310531276071,0.0150507275,9.84290575e-05,34,1,1,34
"9733","arima",0.39649185862,0.47835965,0.315076475,34,50,1,34
"9734","asg",0.19066189314,0.245151025,0.142654775,34,50,1,34
"9735","naive",0.2124216699,0.2707112,0.16002145,34,50,1,34
"9736","sir",0.2004245798,0.261800175,0.14725375,34,50,1,34
"9737","arima",0.98509434066,0.996925025,0.96307665,35,1,1,34
"9738","asg",0.00463836170319936,0.0172741125,0.000119472,35,1,1,34
"9739","naive",0.00620530414790622,0.02323451,0.000157308475,35,1,1,34
"9740","sir",0.00406199314116087,0.015024645,0.00010197485,35,1,1,34
"9741","arima",0.39385093888,0.474710375,0.312245625,35,50,1,34
"9742","asg",0.194746175198,0.249968275,0.14552855,35,50,1,34
"9743","naive",0.2104303846,0.2689042,0.158333475,35,50,1,34
"9744","sir",0.2009724986,0.26339005,0.1469023,35,50,1,34
"9745","arima",0.98489505834,0.996975,0.962935,36,1,1,34
"9746","asg",0.00477840166512263,0.0177033,0.00012375065,36,1,1,34
"9747","naive",0.00622521854235558,0.02302734,0.0001560113,36,1,1,34
"9748","sir",0.00410132111718504,0.0151848225,0.0001080572,36,1,1,34
"9749","arima",0.39037247988,0.472127175,0.308979975,36,50,1,34
"9750","asg",0.198368373838,0.254187075,0.148285725,36,50,1,34
"9751","naive",0.20889782404,0.267614075,0.156827825,36,50,1,34
"9752","sir",0.202361324546,0.264268025,0.148452,36,50,1,34
"9753","arima",0.9845867696,0.996933,0.96214095,37,1,1,34
"9754","asg",0.00495504079635935,0.0182607325,0.000118867675,37,1,1,34
"9755","naive",0.0062652162199717,0.02329828,0.00014972525,37,1,1,34
"9756","sir",0.00419297441035216,0.0154021425,0.00010780375,37,1,1,34
"9757","arima",0.38740207024,0.468821125,0.307968775,37,50,1,34
"9758","asg",0.2016925616,0.258621175,0.150948975,37,50,1,34
"9759","naive",0.20743841206,0.26540745,0.156074725,37,50,1,34
"9760","sir",0.203466958172,0.26556605,0.149215,37,50,1,34
"9761","arima",0.98443154136,0.99686,0.9619108,38,1,1,34
"9762","asg",0.00505788506307105,0.0185461425,0.000123800725,38,1,1,34
"9763","naive",0.00626485388564232,0.0233398625,0.00016245595,38,1,1,34
"9764","sir",0.00424571928884994,0.0156449,0.000108043425,38,1,1,34
"9765","arima",0.38332889106,0.4648595,0.304353825,38,50,1,34
"9766","asg",0.20468996288,0.262212,0.153255475,38,50,1,34
"9767","naive",0.20600847766,0.263193025,0.154310875,38,50,1,34
"9768","sir",0.20597266772,0.26867005,0.15130695,38,50,1,34
"9769","arima",0.421143935122482,0.88029355,0.0217946075,2,1,1,35
"9770","asg",0.104430318855055,0.383990375,0.00266585225,2,1,1,35
"9771","naive",0.425629878160788,0.883887025,0.02066886,2,1,1,35
"9772","sir",0.0487958700593044,0.18587115,0.0012167895,2,1,1,35
"9773","arima",0.25712872226,0.320528425,0.198728775,2,50,1,35
"9774","asg",0.24766160334,0.309446125,0.190890975,2,50,1,35
"9775","naive",0.2577736167,0.3216874,0.199103725,2,50,1,35
"9776","sir",0.23743605596,0.298340325,0.181883925,2,50,1,35
"9777","arima",0.456391538479626,0.9098079,0.0228139125,3,1,1,35
"9778","asg",0.0619708000488256,0.2295989,0.001518058,3,1,1,35
"9779","naive",0.446687021010958,0.907912175,0.0217180275,3,1,1,35
"9780","sir",0.0349506383651198,0.1323036,0.000908313275,3,1,1,35
"9781","arima",0.26121735728,0.325154175,0.202583625,3,50,1,35
"9782","asg",0.24312332032,0.30432635,0.186625875,3,50,1,35
"9783","naive",0.26102209006,0.324917475,0.201807825,3,50,1,35
"9784","sir",0.23463723256,0.2955052,0.1794619,3,50,1,35
"9785","arima",0.430637838105584,0.9158783,0.0164603,4,1,1,35
"9786","asg",0.0446424863032136,0.164025725,0.001144529,4,1,1,35
"9787","naive",0.494651250627358,0.9306046,0.0251523625,4,1,1,35
"9788","sir",0.0300684280108431,0.112883325,0.000745195825,4,1,1,35
"9789","arima",0.2640562395,0.32887815,0.2041528,4,50,1,35
"9790","asg",0.23956587976,0.299774125,0.18417975,4,50,1,35
"9791","naive",0.26417431072,0.32859165,0.2042829,4,50,1,35
"9792","sir",0.23220357092,0.29227835,0.1773655,4,50,1,35
"9793","arima",0.8379974987306,0.9737704,0.511340525,5,1,1,35
"9794","asg",0.03336578953892,0.12445175,0.000825897125,5,1,1,35
"9795","naive",0.107060722650489,0.423289075,0.0025610295,5,1,1,35
"9796","sir",0.0215759899515227,0.0807017,0.000517193125,5,1,1,35
"9797","arima",0.2733985183,0.339718025,0.2122027,5,50,1,35
"9798","asg",0.23778387556,0.298616025,0.18223585,5,50,1,35
